1175726,0.999801576
1175535,0.999871612
1278188,0.999915838
1192681,0.006280852
690161,0.95600605
770536,0.03429028
758423,0.838940501
1100728,0.99986279
770906,0.899208188
1222361,0.109958597
1174935,0.999819338
769612,0.867728591
752891,0.993556798
725456,0.61933583
1185227,3.30E-08
775304,0.997279763
780314,0.989740372
765712,0.999897122
26465,0.99973315
752568,0.999912381
777889,0.965006351
753565,0.999921441
26237,0.911575854
861175,0.957143188
2475638,0.99990344
20998,0.000136917
772542,0.84151876
754773,0.999935031
1203266,0.99767369
755306,0.999967694
1176557,0.997511625
1176988,0.999650359
1100598,0.999744356
1210780,0.981249094
861736,0.427397341
1307846,0.755346358
759613,0.728504956
573196,0.000473704
4107,0.99911505
774653,0.831283987
756675,0.999664545
862661,1.25E-06
1026831,0.022497157
1175300,0.99583286
756602,0.990975678
35388,0.825809538
1235227,0.998348355
1223182,0.537894905
776454,0.106723994
775157,0.99960655
604486,5.62E-06
1173029,0.999953508
769566,0.999822199
1177921,0.196069598
850750,0.931045294
779070,0.998853087
756381,0.999445975
762268,0.999957204
864997,0.86874032
754344,0.997727931
1235089,0.882216156
1246686,0.986627162
684119,0.9888255
1110900,1.06E-07
29008,1.28E-06
752893,0.640740395
1235278,0.897857904
1645499,0.998307228
756800,0.997858942
26401,0.244734213
675589,0.995910645
26937,0.63239336
1175497,0.999947667
757349,0.996552825
1147685,0.000640429
1185451,4.08E-07
1177899,0.750109613
755212,0.999492168
1235495,0.973942637
760816,0.953914404
772517,0.983965993
1180498,0.99874723
1175933,0.99988544
1175888,0.999855042
39144,0.344545096
777269,0.855312586
28068,0.962391555
556531,0.99890542
6011,0.696715772
1100642,0.999693274
17159,0.661939681
26141,0.970302403
771396,0.813544095
780674,0.967557669
1206403,0.000136601
1100426,1.39E-05
777673,0.157229662
759913,0.999915242
849747,0.965944767
780419,0.973655045
758903,0.002288057
16648,0.984753251
1274020,0.999961376
11903,0.048105445
1177214,0.986958086
25831,0.946328282
759833,0.998935997
755386,0.924740434
699346,0.9464643
777668,0.824531078
774798,0.982711136
772419,0.522189438
764424,0.998323381
1177200,0.985089898
1173887,0.999968529
1029498,0.998971581
1245555,0.864742815
26783,0.854096889
26875,0.995239258
774493,0.886071205
758135,0.617591083
860961,0.989489734
1313454,0.820553422
756839,0.999820411
1236757,0.657973468
776523,0.940266669
780658,0.655136049
761272,0.999852419
759251,0.911604881
1211846,0.001035409
759702,0.732719958
755809,0.996565998
754095,0.00067383
776584,0.926425099
755540,0.999943852
1303832,0.999178946
764792,0.929849148
1190840,0.940322101
766390,0.009073788
757183,0.996985614
1111351,7.40E-06
1211339,4.87E-06
1093630,0.000172217
570542,0.949336708
1176783,0.162962168
25576,0.979265213
758280,0.526310742
764624,0.984337151
770550,0.804253936
769561,0.621781945
770518,0.882403553
841,0.999907136
776502,0.976056933
774711,0.914145529
1313679,0.260376066
1246424,0.999967933
759353,0.335110039
770823,0.98769474
758931,0.984089375
865890,0.028293192
1235255,0.982610881
1176626,0.014127088
753935,0.999922752
1295069,0.999904156
1177336,0.997388184
772645,0.948718846
549671,0.2354673
769473,0.999896884
1178056,0.878485799
1235189,4.88E-05
753075,0.992360055
1175051,0.999689817
780179,0.98610431
1177783,0.999506116
26021,0.163005665
1020024,0.994768143
1222830,0.996837378
765153,0.445946187
1096684,0.000479495
1175532,0.999874234
768667,0.807407141
772649,0.987441659
28548,0.998717904
961703,0.000503343
1661499,0.93447727
774315,0.999935746
777785,0.051948305
34375,0.99996376
1211004,0.974291265
30156,0.999977827
780526,0.004887215
1100581,0.989588022
1174377,0.999940038
863418,0.998786151
1035545,0.999985337
769539,0.953577518
767497,0.999809682
1304450,0.999207199
753225,0.998751998
766408,0.999504328
778604,0.760453165
771344,0.865413666
774082,0.087590821
761166,0.576943696
765762,0.996323466
806082,0.619614899
755524,0.852081418
1176278,0.99982208
772943,0.947604656
753082,0.915296257
1175674,0.99988389
1210796,0.556569874
754873,0.999028802
760813,0.957779765
759627,0.993330419
1111659,1.08E-08
554014,0.991227567
776847,0.999711335
1236137,0.997826278
1100740,0.999695659
585226,0.996321321
1100716,0.999602854
752936,0.976721525
752488,0.969983459
1185400,0.000956734
6126,0.094643809
1643277,0.997282147
772925,0.958879113
752766,0.999834776
1175114,0.999705493
1235717,0.999982357
775382,0.997274816
1176031,0.999855638
1303805,0.999947906
754443,0.999953151
1979079,0.996305346
554093,0.981484175
753202,0.773460865
758596,0.997768521
1177588,0.988786578
752764,0.997386873
1285988,0.999956012
772320,0.994388163
1235148,0.134565502
769856,0.99976629
1177057,0.415731639
1211324,0.005612183
1200545,0.86247468
775852,0.013734667
1315117,0.997681618
1174835,0.998938501
1247381,0.007077397
1314,0.900507748
756991,0.748237669
1236024,0.040387567
772941,0.99860853
755522,0.999813974
776358,0.005470872
1245862,0.925904632
1104857,0.99998951
758305,0.989456713
758690,0.998923361
26710,0.975503445
25963,0.982524097
1222352,0.003543611
558808,0.990704834
758824,0.054448523
754275,0.551188409
752421,0.082576647
763793,0.051909246
761104,0.998709321
758252,0.780391514
754984,0.989226401
753146,0.997665286
39387,0.998972297
768497,0.993382931
762988,0.192518413
766388,0.898970485
1080052,0.002024415
977286,5.67E-05
557268,0.94638294
1391871,0.951844454
1235461,8.21E-05
1175230,0.998291194
773469,0.643352747
771754,0.960870266
760081,0.956302404
776087,0.996363223
1646892,0.994925618
10231,0.002939062
1273431,0.999812424
1175374,0.999946594
752838,0.999846935
867162,0.58296001
759167,0.987587392
1031514,0.999984026
757079,0.999857426
1277859,0.94495517
1246336,0.179909706
756787,0.999375522
757314,0.998913765
705437,0.587464571
1175698,0.999865413
755709,0.999818146
557241,0.996819019
758686,0.060492776
772985,0.997866213
1370991,0.6461339
1175909,0.999873638
758035,0.986919463
1077164,0.000906635
758918,0.983337462
779250,0.999929547
753280,0.799972832
759770,0.82868135
773157,0.969487071
1236522,4.72E-06
1177396,0.98490113
1209986,0.849397421
1222771,0.995906234
777316,0.765471041
767772,0.996492088
772411,0.157243192
1206428,5.87E-05
771397,0.564834297
558382,0.136489049
761971,0.720215857
1177407,0.994759619
1247065,0.999149561
865893,0.189937815
758415,0.92919898
768354,0.852009118
1175794,0.999809921
1194339,2.60E-05
1174090,0.99985683
753179,0.999727428
756169,0.997626603
1100571,0.999761522
777896,0.999914169
753369,0.999755204
764528,0.986991107
753897,0.999489784
1290584,0.999964237
753791,0.993239403
779643,0.975540102
758351,0.955610812
758178,0.054872364
1178111,0.999896407
770702,0.137528703
1175728,0.999858975
1661354,0.900349736
1235389,0.318160087
768552,0.985143244
1174678,0.999854445
1220987,0.000712742
1378924,0.883978546
1174868,0.999685884
767295,0.979290605
1177197,0.980599403
1026837,0.009816599
1178087,0.975040376
722181,7.53E-08
765083,0.989239097
738610,4.69E-05
756005,0.991222382
1175206,0.997290254
2468815,0.938830674
772273,0.005409963
1176598,0.699184775
770493,0.999947906
757889,0.29380843
1174126,0.999790013
1094573,1.48E-06
754953,0.854605556
761243,0.98894906
774451,0.415080696
1272479,0.999810994
776967,0.999960899
1175256,0.997777998
1191729,0.997674406
767279,0.185755461
768769,0.99995935
772220,0.999778092
1245584,0.965350151
709885,0.000229706
756854,0.991011858
850924,0.677540004
1019555,0.997873902
1175790,0.999881625
25943,0.999628425
753338,0.947808206
757222,0.999634266
768449,0.999958515
26689,0.980599403
849437,0.997201443
850740,0.977347434
753091,0.999905586
1176243,0.999870777
1210808,0.001743046
1235075,0.997285962
767471,0.000935489
780329,0.997199774
849279,0.987028956
1110578,0.025848843
765631,0.938008666
865954,0.00047157
14476,0.997917831
765004,0.004885559
757954,0.999173701
758847,0.999000013
25841,0.99705565
8430,3.22E-06
1177871,0.992069602
759837,0.758684754
761267,0.685090899
1299461,0.997561336
32081,0.930555224
1177832,0.900921106
770622,0.998866677
1306845,0.979165971
859111,0.999089479
757187,0.993189096
675946,0.989297867
25401,0.998827517
753402,0.999919057
641353,0.969124615
775182,0.965244174
752501,0.999382615
1175326,0.992597222
1222402,0.62593627
754949,0.982479095
1235973,0.298880726
860838,0.991588652
20747,0.480665684
754854,0.997673571
27122,0.863741755
753946,0.990933537
758358,0.9971928
1307565,0.999780118
1174064,0.999649525
1245905,9.11E-05
779060,0.9359653
1646154,0.999073863
760822,0.996864974
1176791,0.999345958
1235374,0.343485415
777860,0.93930161
756119,0.055360381
684504,0.88904047
779305,0.969332099
567219,0.999982834
30767,0.011234336
752667,0.99986887
766595,0.979948938
772868,0.008533288
780594,0.023713503
1175285,0.997724473
1035145,0.999986649
